,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1801,4,0,1,0,27,28,0,19,0,0,0,1,0,0,0,1
1802,2,0,0,0,3,0,26,33,12,0,0,0,1,0,0,1
1803,3,0,0,0,2,0,30,29,13,0,0,0,3,0,0,3
1804,1,12,0,13,7,5,25,30,26,5,0,1,0,0,12,1
1805,7,0,0,2,0,0,0,0,21,10,0,1,0,0,1,16
1806,8,0,1,0,19,21,0,21,0,0,0,0,0,0,0,2
1807,6,0,0,0,8,0,12,0,9,0,25,0,0,0,0,2
1808,10,0,0,0,0,0,1,0,0,17,0,0,21,0,0,27
1809,3,0,29,0,0,33,0,0,17,0,0,0,0,0,0,1
1810,3,0,7,0,8,0,15,21,19,0,0,0,2,0,0,2
1811,19,0,0,4,0,0,0,0,21,4,0,1,0,0,0,23
1812,11,0,0,4,0,0,0,0,21,4,0,1,0,0,0,19
1813,2,0,12,0,7,0,16,13,28,0,0,0,2,0,0,7
1814,1,0,0,6,0,0,0,0,21,29,0,19,0,0,0,2
1815,8,0,4,0,0,2,34,0,21,0,0,0,1,18,1,1
1816,2,0,1,0,13,18,0,17,0,0,0,4,0,0,0,2
1817,7,0,0,1,0,0,0,0,32,8,0,0,0,0,0,22
1818,3,0,0,0,0,0,0,0,31,28,0,4,0,0,0,1
1819,1,0,0,0,0,0,0,0,0,1,0,15,0,23,0,24
1820,4,0,3,0,3,0,20,20,14,0,0,0,3,0,0,2
1821,3,1,1,0,0,0,26,0,14,3,0,0,0,12,0,1
1822,1,0,0,4,32,0,35,0,10,0,0,0,1,0,0,2
1823,9,0,0,0,7,10,0,24,0,0,0,0,0,0,0,1
1824,12,1,10,0,9,0,51,43,11,0,0,0,22,0,0,3
1825,4,1,7,0,0,1,0,8,5,0,22,0,0,5,2,3
1826,5,0,0,1,0,0,3,0,28,21,0,3,0,0,0,9
1827,24,0,0,2,0,0,1,0,16,0,0,0,0,0,1,29
1828,10,0,0,2,0,0,1,0,34,16,0,1,0,0,0,18
1829,3,0,0,1,0,0,0,0,29,9,0,0,0,0,0,18
1830,17,0,0,1,0,0,1,0,22,7,0,1,0,0,0,21
1831,10,0,0,0,0,0,1,0,20,6,0,2,0,0,2,24
1832,5,0,18,0,8,0,26,27,25,0,0,0,4,0,0,10
1833,2,0,5,0,3,0,19,14,22,0,0,0,4,0,0,3
1834,11,0,0,1,0,0,0,0,21,8,0,0,0,0,0,22
1835,3,0,0,0,13,0,0,0,0,2,0,6,0,16,0,31
1836,4,0,0,3,0,0,2,0,32,17,0,4,0,0,0,15
1837,2,1,6,0,1,0,35,26,3,0,0,0,10,0,0,2
1838,4,0,3,0,4,0,33,18,13,2,0,0,3,0,0,2
1839,4,0,0,0,0,0,1,0,24,25,0,8,0,0,0,2
1840,2,0,0,9,0,1,17,0,24,24,0,0,2,0,0,5
1841,6,0,0,0,0,0,1,0,25,24,0,5,0,0,0,11
1842,3,0,3,0,6,0,26,22,8,0,0,0,7,0,0,1
1843,4,0,0,0,1,0,26,20,7,0,0,0,5,0,0,3
1844,5,0,0,2,0,0,1,0,30,19,0,1,0,0,0,17
1845,16,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1
1846,4,0,1,0,1,1,0,38,31,0,6,0,0,0,1,1
1847,4,0,0,0,4,0,36,24,1,0,0,0,7,0,0,2
1848,1,0,1,0,0,0,38,36,6,0,0,0,5,0,0,1
1849,34,10,0,0,0,0,13,0,0,1,0,0,0,0,0,15
1850,1,29,0,34,0,11,0,0,0,0,1,0,0,0,0,2
1851,2,0,5,0,0,1,22,0,19,15,0,0,0,9,0,1
1852,1,4,0,2,0,3,34,0,27,16,0,0,3,0,0,5
1853,4,0,0,4,0,0,3,0,23,20,0,3,0,0,0,6
1854,3,0,13,0,0,1,0,19,24,0,24,0,0,0,0,2
1855,1,0,0,0,39,0,18,0,5,0,0,0,13,0,0,1
1856,17,0,0,0,0,0,0,0,27,6,0,0,0,0,0,25
1857,6,0,1,0,1,0,39,20,1,0,0,0,14,0,1,1
1858,1,0,5,0,0,1,10,0,15,23,0,0,0,0,0,1
1859,5,0,0,2,0,0,2,0,29,25,0,9,0,0,0,7
1860,5,0,0,1,0,0,4,0,45,34,0,3,0,0,0,2
1861,1,0,0,0,12,0,0,0,0,1,0,18,0,19,0,26
1862,1,0,0,0,15,0,0,0,0,0,0,3,0,4,0,24
1863,3,0,7,0,5,0,34,23,9,0,0,0,4,0,0,1
1864,1,0,3,0,21,29,0,16,0,0,0,0,0,0,0,1
1865,12,2,0,1,0,0,5,0,8,3,0,0,0,0,0,20
1866,7,0,0,0,0,0,2,0,24,21,0,0,0,0,0,6
1867,11,0,0,1,0,0,0,0,32,8,0,0,0,0,0,25
1868,2,0,0,0,1,0,31,31,6,0,0,0,1,0,0,1
1869,10,0,0,0,0,0,1,0,0,12,0,0,20,0,0,30
1870,3,0,0,7,0,0,1,0,23,20,0,15,0,0,0,13
1871,20,0,0,1,0,0,0,0,17,2,0,0,0,0,0,29
1872,4,0,0,0,0,0,0,0,31,34,0,19,2,0,0,1
1873,2,0,11,0,3,0,21,20,20,0,0,2,6,1,7,1
1874,21,0,0,1,0,0,0,0,26,1,0,0,0,0,0,37
1875,13,0,0,0,0,0,4,0,0,3,0,0,2,0,0,19
1876,13,0,5,0,0,2,0,18,12,0,8,0,0,0,10,1
1877,1,0,2,0,35,37,0,9,0,0,0,4,0,0,0,1
1878,2,0,0,0,3,0,28,30,10,0,0,0,3,0,0,1
1879,1,0,0,0,4,0,39,43,14,0,0,0,4,0,0,3
1880,1,8,0,0,7,0,0,0,45,0,32,10,0,0,0,12
1881,4,0,0,2,0,0,1,0,25,8,0,1,0,0,0,12
1882,1,1,0,0,0,3,33,0,23,2,0,0,0,9,3,7
1883,2,0,1,0,0,0,38,33,9,1,0,0,0,0,0,4
1884,4,0,3,0,1,0,29,33,14,0,0,0,0,2,0,4
1885,17,0,0,1,0,0,2,0,12,4,0,0,0,0,0,22
1886,5,0,2,0,1,0,14,12,12,0,0,0,4,0,0,1
1887,7,0,0,0,4,0,31,27,8,0,0,0,5,0,0,1
1888,1,0,18,0,12,0,6,3,34,0,0,0,0,0,0,4
1889,2,0,2,0,6,0,32,28,16,0,0,0,1,0,0,3
1890,4,0,0,0,4,0,23,0,23,0,12,0,0,0,0,3
1891,1,0,0,1,0,0,1,0,37,26,0,1,0,0,0,7
1892,2,0,1,0,2,0,32,32,2,0,0,0,4,0,0,2
1893,2,0,0,0,0,0,1,0,26,27,0,13,0,0,0,5
1894,2,0,1,0,32,25,0,10,0,0,0,1,0,0,0,5
1895,1,0,0,0,0,0,5,0,22,25,0,17,0,0,0,1
1896,1,0,25,0,1,0,1,5,38,0,0,1,0,1,3,1
1897,2,0,1,0,3,0,34,41,9,0,0,0,4,0,0,4
1898,3,0,0,3,0,0,1,0,19,19,0,4,0,0,0,10
1899,11,0,0,0,15,0,5,0,17,0,0,0,0,0,0,29
1900,3,0,0,1,0,0,5,0,43,29,0,4,0,0,0,12
1901,1,0,0,1,0,0,3,0,33,17,0,1,0,0,1,14
1902,9,0,0,0,0,0,12,0,0,18,0,26,0,0,0,1
1903,2,0,0,0,3,0,37,26,4,0,0,0,4,0,0,2
1904,5,0,0,0,0,0,3,0,34,27,0,0,0,0,0,6
1905,16,0,0,0,0,0,0,0,0,7,0,0,7,0,0,33
1906,4,0,0,1,0,0,1,0,30,21,0,4,0,0,1,10
1907,1,0,0,1,0,0,1,0,11,14,0,25,0,0,0,2
1908,2,0,0,0,3,0,31,31,6,0,0,0,2,0,0,2
1909,1,1,0,5,0,1,17,0,15,18,3,0,3,0,0,2
1910,1,0,0,0,10,3,0,2,23,0,32,24,0,1,0,6
1911,5,0,0,0,0,0,0,0,0,16,0,0,21,0,0,24
1912,8,0,0,7,0,0,0,0,25,10,0,0,0,0,0,11
1913,7,0,7,0,1,0,36,21,8,0,0,0,19,0,0,1
1914,2,0,0,1,0,0,1,0,45,24,0,3,0,0,0,12
1915,4,0,0,2,0,0,0,0,34,15,0,4,0,0,0,13
1916,2,0,0,0,14,0,0,0,0,2,0,10,0,11,0,26
1917,4,0,0,0,0,0,32,34,14,0,0,0,2,0,0,2
1918,1,0,0,2,0,0,0,0,33,31,0,6,0,0,0,2
1919,3,0,4,0,0,0,25,29,16,0,0,0,2,0,0,3
1920,15,0,1,0,0,0,28,0,2,0,0,0,0,31,0,1
1921,5,0,0,2,0,0,0,0,20,12,0,5,0,0,0,12
1922,5,0,1,0,1,0,49,45,5,0,0,0,9,0,0,1
1923,1,0,0,0,5,0,25,0,22,0,12,0,0,0,0,2
1924,12,0,3,0,0,3,18,0,4,0,0,0,5,21,2,3
1925,2,0,0,2,27,0,32,0,19,0,0,0,0,0,0,2
1926,5,0,0,0,0,0,3,0,0,14,0,0,19,0,0,16
1927,12,0,0,0,0,0,0,0,0,16,0,0,21,0,0,21
1928,6,0,0,3,0,0,4,0,36,31,0,7,0,0,1,5
1929,11,0,2,0,1,0,33,5,6,0,0,0,19,0,0,1
1930,1,0,1,0,5,0,32,35,16,0,0,0,2,0,0,2
1931,3,3,0,9,0,3,23,0,19,19,0,0,0,0,0,4
1932,8,0,4,0,0,2,28,0,4,2,0,0,4,18,0,3
1933,1,0,2,0,2,0,27,31,9,0,0,0,2,0,1,2
1934,1,0,13,0,5,0,18,16,25,0,0,0,0,0,0,1
1935,1,2,0,8,0,0,1,0,31,24,0,19,8,0,0,2
1936,2,0,17,0,2,0,6,2,25,0,0,0,3,0,0,4
1937,2,0,3,0,1,0,31,29,15,0,0,0,3,3,1,3
1938,9,0,5,0,0,2,25,0,14,0,0,0,0,17,0,1
1939,3,0,0,2,0,0,4,0,29,17,0,0,0,0,0,10
1940,31,4,2,0,14,0,2,5,0,0,0,0,34,0,0,1
1941,3,5,0,0,3,1,0,5,38,0,25,4,0,2,0,5
1942,6,0,0,0,3,0,33,34,10,0,0,1,10,0,0,3
1943,17,0,0,2,0,0,0,0,21,0,0,0,0,0,0,1
1944,32,0,0,2,0,0,0,0,12,1,0,0,0,0,0,32
1945,5,0,2,0,0,0,39,5,0,0,0,0,39,0,0,1
1946,2,0,0,0,0,1,0,0,14,0,21,0,0,21,0,1
1947,5,1,7,0,2,0,13,18,17,0,0,0,5,0,0,2
1948,13,0,11,0,5,0,28,11,5,0,0,0,32,0,0,2
1949,1,1,0,1,0,2,36,0,35,7,0,0,2,0,0,1
1950,2,0,0,0,0,24,0,0,0,0,30,0,0,0,0,17
1951,1,0,1,0,5,0,56,58,18,0,0,0,11,0,0,6
1952,3,0,0,0,12,0,0,0,0,0,0,4,0,7,0,23
1953,28,0,0,3,0,0,1,0,14,0,0,0,0,0,0,32
1954,1,0,5,0,0,0,33,21,5,0,0,0,9,0,0,1
1955,11,0,0,2,0,0,1,0,25,5,0,1,0,0,0,16
1956,2,0,18,0,2,0,2,10,37,0,0,0,0,1,2,1
1957,8,0,0,0,0,0,1,0,32,18,0,0,0,0,0,16
1958,1,0,3,0,1,0,24,28,22,0,0,0,0,0,0,5
1959,3,0,1,0,29,31,0,21,0,0,0,0,0,0,0,1
1960,10,0,1,0,0,0,27,7,7,4,0,0,20,0,0,1
1961,22,0,0,2,0,0,0,0,18,1,0,0,0,0,0,31
1962,10,0,0,3,0,0,2,0,23,2,0,0,0,0,0,20
1963,3,0,18,0,0,2,9,0,11,32,0,0,1,1,2,3
1964,28,0,0,3,0,0,0,0,17,0,0,0,0,0,0,34
1965,20,0,0,3,0,0,1,0,28,7,0,0,0,0,0,29
1966,11,0,5,0,0,2,13,0,11,3,0,0,2,15,4,5
1967,3,0,18,0,1,0,3,3,27,0,0,0,0,2,1,1
1968,10,0,5,0,1,0,0,24,0,0,0,0,0,0,0,7
1969,11,0,1,0,9,11,0,29,0,0,0,0,0,0,0,2
1970,1,0,0,0,0,0,0,0,38,32,0,7,0,0,0,5
1971,18,0,2,0,1,0,18,5,0,0,0,1,22,0,3,1
1972,7,0,0,0,15,20,0,23,0,0,0,0,0,0,0,5
1973,3,0,0,1,0,0,1,0,21,11,0,14,0,0,0,7
1974,1,0,0,1,0,0,0,0,26,22,0,11,0,0,0,2
1975,3,0,2,0,5,0,14,17,16,0,0,0,1,0,0,4
1976,1,0,0,3,0,0,1,0,29,24,0,6,0,0,0,3
1977,13,0,2,0,9,12,0,22,0,0,0,0,0,0,0,1
1978,1,0,0,0,0,0,5,0,26,31,0,12,0,0,0,4
1979,5,0,0,0,0,0,25,0,15,13,0,0,0,9,0,1
1980,3,0,0,0,18,0,0,0,0,0,0,0,0,4,0,29
1981,2,0,35,0,0,32,0,0,5,0,0,0,0,0,0,5
1982,3,0,0,1,0,0,1,0,29,12,0,3,0,0,0,15
1983,6,0,0,0,0,0,29,0,17,7,0,0,3,6,0,3
1984,6,0,0,5,0,0,1,0,32,11,0,0,0,0,0,23
1985,2,0,0,9,3,0,0,0,23,18,0,18,0,0,0,4
1986,3,0,7,0,0,1,18,0,16,14,0,0,2,7,3,4
1987,20,0,2,0,3,5,32,0,1,0,1,0,0,0,0,1
1988,3,0,0,0,0,0,1,0,37,31,0,9,0,0,0,2
1989,8,0,0,3,0,0,1,0,32,8,0,0,0,0,0,22
1990,10,0,0,4,0,0,0,0,31,11,0,0,0,0,0,24
1991,14,3,2,0,0,2,14,0,8,0,0,0,7,26,1,1
1992,10,0,0,3,12,0,15,0,34,0,0,1,0,0,0,1
1993,2,0,0,0,1,0,0,0,0,1,0,18,0,23,0,10
1994,17,0,0,5,0,0,0,0,26,4,0,0,0,0,0,31
1995,10,0,2,0,0,0,26,0,14,1,0,0,0,15,0,5
1996,1,0,3,0,3,0,22,21,15,0,0,0,1,0,0,2
1997,3,0,3,0,0,2,24,0,25,10,0,0,2,1,1,1
1998,4,0,11,1,2,0,13,14,21,2,0,0,0,0,0,4
1999,28,1,0,2,0,0,1,0,17,2,0,0,0,0,0,37
2000,1,0,0,0,5,0,28,24,7,0,0,0,2,0,0,2
2001,1,3,0,0,0,8,32,0,36,8,0,0,5,0,0,1
2002,1,0,2,0,0,0,5,0,0,0,1,0,17,0,22,28
2003,20,0,0,4,0,0,0,0,23,3,0,0,0,0,0,34
2004,3,0,3,0,25,30,0,5,0,0,0,0,0,0,0,1
2005,1,0,0,0,0,0,1,0,0,0,4,0,19,0,14,17
2006,2,0,1,0,2,0,40,25,1,0,0,0,15,0,0,2
2007,2,0,18,0,2,0,18,22,28,0,0,0,3,0,0,5
2008,17,0,0,1,0,0,0,0,19,7,0,0,0,0,0,25
2009,3,0,3,0,23,26,0,17,0,0,0,1,0,0,0,3
2010,5,0,0,0,0,0,2,0,17,15,0,7,0,0,0,5
2011,13,0,0,3,0,0,0,0,40,13,0,0,0,0,0,28
2012,1,0,0,0,0,0,0,0,0,3,0,12,0,17,0,23
2013,4,0,0,2,0,0,0,0,18,12,0,6,0,0,0,6
2014,1,4,0,1,0,0,5,20,11,7,0,0,0,6,0,1
2015,2,0,16,0,3,0,0,1,27,0,0,0,0,0,0,1
2016,9,0,0,3,0,0,0,0,18,0,0,2,0,0,0,16
2017,22,0,0,4,0,0,1,0,21,2,0,0,0,0,2,35
2018,2,0,0,2,0,0,2,0,38,24,0,3,0,0,0,10
2019,1,0,0,0,2,0,39,24,4,0,0,0,12,0,0,1
2020,3,0,1,0,0,5,35,0,33,6,0,0,1,6,0,1
2021,2,0,0,0,0,0,1,0,38,32,0,6,0,0,0,5
2022,4,0,2,0,2,0,33,13,1,0,0,0,11,0,0,2
2023,1,0,3,0,0,3,26,0,22,17,0,0,0,4,0,1
2024,4,2,0,0,0,0,0,0,29,22,0,11,0,0,1,7
2025,10,1,0,4,0,0,1,0,13,3,0,0,0,0,0,21
2026,3,0,0,2,0,0,0,0,32,18,0,3,0,0,0,13
2027,15,0,1,3,2,20,2,0,3,1,0,16,0,3,2,4
2028,1,4,0,0,1,0,0,2,39,0,27,5,0,0,0,6
2029,14,0,0,2,0,0,0,0,22,8,0,0,0,0,1,20
2030,1,0,0,0,0,0,1,0,0,23,0,0,25,0,0,14
2031,13,0,2,0,10,15,0,30,0,0,0,0,0,0,0,2
2032,1,0,8,0,4,0,37,33,17,0,0,0,2,0,0,4
2033,3,0,6,0,0,0,26,18,11,0,0,0,9,0,0,3
2034,2,0,1,0,17,25,0,20,0,0,0,3,0,0,0,1
2035,3,0,0,3,0,0,3,0,15,18,0,15,0,0,0,4
2036,2,4,28,0,5,0,1,3,45,0,0,1,0,1,0,1
2037,1,0,0,0,0,0,4,0,0,28,0,0,32,0,0,4
2038,1,0,2,0,4,0,27,30,12,0,0,0,1,0,0,6
2039,1,0,0,0,3,0,32,36,9,0,0,0,6,0,0,2
2040,5,0,2,0,18,17,0,12,0,0,0,0,0,0,0,3
2041,1,0,0,1,0,0,2,0,34,23,0,6,0,0,0,7
2042,7,0,4,0,7,0,40,37,5,0,0,0,9,0,0,1
2043,1,0,0,0,0,0,2,0,20,30,0,19,0,0,0,1
2044,8,0,2,0,0,0,25,0,9,1,0,0,0,17,0,2
2045,1,0,0,3,0,0,0,0,33,10,0,1,0,0,1,17
2046,6,0,0,1,0,0,1,0,17,20,0,7,0,0,0,5
2047,7,0,2,0,4,0,27,17,9,0,0,0,4,0,0,5
2048,8,0,2,0,0,0,28,15,3,0,0,1,19,0,0,1
2049,7,0,2,0,0,0,31,0,15,2,0,0,4,22,0,3
2050,1,0,0,0,0,1,39,0,26,4,0,0,2,4,0,3
2051,11,0,6,0,13,0,40,33,11,0,0,0,15,0,0,10
2052,12,0,3,0,0,4,20,0,9,4,0,0,0,15,0,1
2053,7,0,0,0,0,0,0,0,32,13,0,3,0,0,0,12
2054,3,0,7,0,3,0,18,26,25,0,0,0,0,0,0,4
2055,2,0,3,0,4,0,25,28,12,0,0,0,3,0,0,1
2056,5,0,0,0,0,0,2,0,0,17,0,0,21,0,0,19
2057,2,0,2,0,0,2,25,0,18,5,0,0,0,6,0,1
2058,1,17,0,0,0,2,0,0,28,0,1,0,0,0,0,28
2059,2,0,0,0,0,29,0,0,0,0,28,0,0,0,0,15
2060,6,0,0,0,0,0,1,0,0,18,0,0,21,0,0,28
2061,16,0,0,3,0,0,0,0,29,9,0,0,0,0,0,26
2062,1,0,0,0,0,0,4,0,31,29,0,2,0,0,0,5
2063,1,0,12,0,4,0,16,25,23,0,0,0,0,0,0,3
2064,4,0,0,12,0,0,2,0,18,22,0,12,0,0,0,8
2065,8,0,5,0,1,0,32,13,1,0,0,0,31,0,0,2
2066,7,0,1,0,3,0,14,12,7,0,0,0,4,0,0,1
2067,13,0,0,0,0,0,0,0,0,6,0,0,10,0,0,29
2068,3,0,8,0,17,0,0,0,25,0,0,0,0,0,0,17
2069,1,2,0,0,0,0,0,2,25,0,27,16,0,0,0,3
2070,11,0,6,0,3,0,30,21,6,0,0,0,22,0,0,2
2071,2,0,0,1,0,0,1,0,39,38,0,12,0,0,0,10
2072,5,0,0,0,0,0,17,0,0,28,0,21,0,0,0,2
2073,2,0,0,1,0,0,4,0,31,31,0,6,0,0,0,4
2074,4,0,0,1,0,0,2,0,23,20,0,4,0,0,0,7
2075,5,0,0,0,0,0,3,0,38,26,0,3,0,0,0,7
2076,10,0,5,0,38,51,0,17,0,0,0,4,0,0,0,3
2077,5,0,0,2,0,0,0,0,29,22,0,4,0,0,0,12
2078,25,0,7,0,1,0,12,7,1,2,0,0,28,0,0,2
2079,24,0,2,0,1,0,39,15,3,0,0,0,35,0,0,3
2080,2,0,0,1,0,0,1,0,43,35,0,3,0,0,0,3
2081,7,0,0,7,0,0,0,0,18,3,0,1,0,0,0,14
2082,3,0,5,0,16,21,0,15,0,0,0,2,0,0,0,5
2083,19,1,0,1,0,0,0,0,21,4,0,0,0,0,0,31
2084,1,0,1,0,2,0,32,31,7,0,0,0,2,0,0,1
2085,1,0,2,0,2,0,18,21,17,0,0,0,1,0,0,2
2086,4,0,3,0,0,1,32,0,27,11,0,0,0,8,0,1
2087,6,2,10,0,6,0,43,37,19,0,0,13,10,16,18,6
2088,2,17,0,16,0,15,0,0,0,0,1,0,0,0,0,1
2089,1,0,0,0,2,0,0,0,0,1,0,14,0,20,0,28
2090,20,0,0,4,0,0,0,0,30,1,0,0,0,0,0,38
2091,1,2,0,4,0,4,36,0,12,1,0,0,16,0,0,4
2092,1,0,0,0,0,0,2,0,0,33,0,0,29,0,0,12
2093,3,0,1,0,1,0,23,28,8,0,0,0,3,0,0,1
2094,1,0,0,5,12,0,13,0,7,0,0,0,4,0,0,1
2095,1,0,0,0,3,0,22,0,28,0,16,0,2,0,0,1
2096,2,0,2,0,3,0,27,34,15,0,0,0,2,0,0,1
2097,2,0,0,0,2,0,34,36,13,0,0,0,1,0,0,3
2098,12,1,5,0,2,0,14,14,3,0,0,4,29,0,1,1
2099,1,0,0,0,5,0,0,0,0,3,0,20,0,28,0,25
2100,3,0,1,0,0,1,35,0,17,4,0,0,0,5,0,1
2101,3,0,0,0,0,0,2,0,0,0,3,0,16,0,19,18
2102,8,0,5,0,1,0,15,4,0,0,0,0,18,0,0,1
2103,6,0,0,1,0,0,0,0,24,25,0,7,0,0,0,6
2104,16,2,2,0,0,6,7,0,0,0,0,0,3,36,0,6
2105,1,0,15,0,0,18,0,0,19,0,0,0,0,0,0,1
2106,1,0,2,0,23,31,0,20,0,0,0,1,0,0,0,4
2107,1,10,0,11,0,5,32,0,33,10,3,0,13,0,0,4
2108,28,0,0,0,0,0,1,0,13,0,0,0,0,0,0,34
2109,6,0,0,0,0,0,2,0,0,15,0,0,21,0,0,22
2110,3,2,0,13,5,1,21,22,13,1,0,1,0,0,5,1
2111,3,0,0,2,0,0,1,0,50,34,0,3,0,0,1,9
2112,1,0,0,1,0,0,1,0,34,35,0,16,0,0,0,4
2113,1,0,2,0,2,0,21,28,17,0,0,0,2,0,0,5
2114,1,0,0,0,0,0,1,0,21,28,0,15,0,0,0,2
2115,4,0,0,0,0,0,1,0,27,16,0,4,0,0,0,14
2116,1,0,8,0,0,0,17,19,20,0,0,0,0,0,0,2
2117,4,5,0,9,1,6,19,0,27,22,2,0,5,0,0,9
2118,26,0,0,1,0,0,0,0,15,0,0,0,0,0,3,37
2119,5,0,0,2,0,0,1,0,27,13,0,13,0,0,0,12
2120,4,0,0,11,1,0,1,0,12,10,0,22,1,0,0,1
2121,1,0,0,0,3,0,23,0,34,0,16,0,0,0,0,1
2122,1,0,0,3,0,0,3,0,35,26,0,2,0,0,0,5
2123,18,0,3,0,0,0,27,8,3,0,0,0,26,0,2,1
2124,3,0,0,13,0,0,1,0,11,12,0,27,0,0,0,2
2125,3,0,10,0,1,0,14,17,23,0,0,0,1,0,0,2
2126,7,1,10,0,7,0,26,14,18,0,0,0,11,0,0,6
2127,2,0,0,0,2,0,27,21,8,0,0,1,7,0,1,1
2128,2,0,1,0,5,0,26,38,13,0,0,0,2,0,0,5
2129,26,0,0,4,0,0,0,0,11,1,0,0,0,0,1,33
2130,1,0,0,0,0,0,2,0,44,36,0,1,0,0,0,6
2131,4,0,29,0,0,0,2,5,39,0,0,0,0,0,0,2
2132,13,0,0,2,0,0,0,0,26,12,0,0,0,0,3,22
2133,1,0,10,0,1,0,17,21,18,0,0,0,2,0,0,3
2134,3,0,2,0,0,3,24,0,10,6,0,0,0,9,0,3
2135,3,0,0,0,0,0,6,0,26,25,0,6,0,0,0,2
2136,11,0,2,0,15,20,0,26,0,0,0,0,0,0,0,2
2137,4,0,0,1,0,0,0,0,28,12,0,2,0,0,0,17
2138,2,0,0,2,0,0,2,0,34,26,0,6,0,0,0,9
2139,4,0,1,0,0,0,18,16,6,0,0,0,9,0,0,5
2140,7,0,4,0,0,0,34,0,25,0,0,0,0,12,0,2
2141,1,3,0,20,1,4,3,0,6,40,9,0,0,0,0,3
2142,2,0,2,0,5,0,26,26,7,0,0,0,3,0,0,1
2143,3,0,1,0,12,17,0,20,1,0,0,0,0,0,1,1
2144,24,0,2,0,0,0,27,0,2,1,0,0,0,41,0,3
2145,1,0,17,0,0,0,9,7,32,0,0,1,0,2,2,13
2146,8,0,0,1,0,0,0,0,38,27,0,5,0,0,0,11
2147,14,0,0,0,0,0,0,0,36,25,0,1,0,0,0,9
2148,1,0,22,0,1,0,15,19,39,0,0,0,0,0,0,5
2149,15,1,0,5,0,0,0,0,23,7,0,0,0,0,0,25
2150,3,0,5,0,5,0,32,31,21,0,0,0,5,0,0,5
2151,5,0,6,3,0,0,22,17,15,1,0,0,4,0,0,1
2152,11,0,9,0,9,10,0,30,0,0,0,0,0,0,0,4
2153,2,0,9,0,5,0,17,17,15,0,0,0,0,0,0,5
2154,6,0,0,4,0,0,2,0,26,14,0,1,0,0,0,10
2155,7,0,3,0,18,24,0,20,0,0,0,1,0,0,0,4
2156,1,0,18,0,11,0,1,1,46,0,0,0,0,1,2,2
2157,3,0,0,2,0,0,4,0,31,36,0,13,0,0,0,2
2158,3,0,17,0,6,0,17,20,32,1,0,0,0,0,0,4
2159,5,0,0,0,1,0,32,31,10,0,0,0,5,0,0,1
2160,1,2,0,1,0,3,34,0,35,8,2,0,5,0,0,1
2161,6,0,0,0,4,0,50,28,7,0,0,0,13,0,0,2
2162,4,0,0,5,0,0,0,0,22,11,0,1,0,0,1,10
2163,16,0,0,0,0,0,2,0,0,7,0,0,10,0,0,32
2164,1,0,0,3,0,0,1,0,27,27,0,10,1,0,0,1
2165,1,0,3,0,1,0,26,18,3,0,0,0,11,0,0,1
2166,2,0,0,0,2,0,13,0,19,0,10,0,0,0,0,4
2167,1,1,0,1,0,1,26,0,25,16,0,0,0,0,0,4
2168,3,0,11,0,4,0,18,24,29,0,0,0,0,0,0,2
2169,2,0,0,0,0,0,1,0,0,14,0,0,20,0,0,15
2170,3,14,0,16,0,11,38,0,32,33,0,0,11,0,0,5
2171,21,0,0,0,0,0,1,0,0,1,0,0,1,0,0,47
2172,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7
2173,6,0,3,0,0,0,36,0,17,6,0,0,1,19,1,4
2174,26,0,2,0,0,0,20,10,2,0,0,0,24,0,0,1
2175,12,0,0,0,0,0,0,0,0,8,0,0,10,0,0,33
2176,1,0,4,0,1,0,34,34,19,0,0,0,1,0,0,2
2177,10,0,0,2,0,12,0,12,26,0,0,0,0,0,4,1
2178,35,0,0,0,0,3,13,0,0,0,0,0,2,37,0,1
2179,18,1,0,7,0,0,0,0,24,7,0,0,0,0,0,29
2180,2,0,0,0,0,0,4,0,20,24,0,7,0,0,0,2
2181,4,0,1,0,37,0,3,0,27,0,0,0,0,0,0,22
2182,1,0,0,0,0,0,23,0,22,0,13,0,0,0,0,1
2183,2,0,0,9,0,0,2,0,4,6,0,27,0,0,1,1
2184,13,1,0,5,0,0,3,0,14,0,0,1,0,0,1,21
2185,3,0,5,0,0,2,11,0,15,24,0,0,0,0,0,1
2186,2,0,0,0,0,0,1,0,42,23,0,1,0,0,0,11
2187,3,0,0,0,23,26,0,21,0,0,0,2,0,0,0,1
2188,2,0,2,0,1,0,39,27,11,0,0,0,7,0,0,2
2189,9,0,5,0,3,0,22,5,1,0,0,0,24,0,1,2
2190,1,0,23,0,0,26,0,0,15,0,0,0,0,0,0,1
2191,16,0,0,4,0,0,0,0,30,3,0,0,0,0,0,30
2192,2,0,0,0,0,26,0,0,0,0,26,0,0,0,0,16
2193,3,0,0,0,0,0,1,0,39,25,0,3,0,0,0,8
2194,4,0,0,1,0,0,2,0,30,20,0,1,0,0,0,11
2195,1,0,0,3,0,0,3,0,29,11,0,1,0,0,0,16
2196,3,0,1,0,9,0,30,24,12,0,0,0,12,0,0,3
2197,5,0,1,0,4,0,35,28,2,0,0,0,7,0,0,4
2198,14,0,0,3,0,0,1,0,14,3,0,1,0,0,0,23
2199,4,0,0,5,0,0,5,0,32,25,0,10,0,0,0,7
